队名,总得分,平均得分,总失分,平均失分,场均净胜分,srs,总场数,胜场数,负场数,胜率
26,7596.0,101.28,7475.0,99.66666666666667,1.6133333333333333,1.605576923076923,75.0,40.0,35.0,0.5333333333333333
27,6514.0,105.06451612903226,6506.0,104.93548387096774,0.12903225806451613,0.12841191066997518,62.0,32.0,30.0,0.5161290322580645
28,5663.0,91.33870967741936,5829.0,94.01612903225806,-2.6774193548387095,-2.6645471464019854,62.0,23.0,39.0,0.3709677419354839
29,5020.0,100.4,4979.0,99.58,0.82,0.8160576923076922,50.0,24.0,26.0,0.48
30,6933.0,97.64788732394366,7090.0,99.85915492957747,-2.211267605633803,-2.200636511375948,71.0,31.0,40.0,0.43661971830985913
31,6611.0,95.81159420289855,7153.0,103.66666666666667,-7.855072463768116,-7.8173076923076925,69.0,14.0,55.0,0.2028985507246377
32,6378.0,96.63636363636364,6406.0,97.06060606060606,-0.42424242424242425,-0.42220279720279724,66.0,34.0,32.0,0.5151515151515151
33,6819.0,98.82608695652173,7093.0,102.79710144927536,-3.971014492753623,-3.951923076923077,69.0,28.0,41.0,0.4057971014492754
34,7627.0,103.06756756756756,7579.0,102.41891891891892,0.6486486486486487,0.6455301455301456,74.0,40.0,34.0,0.5405405405405406
35,7947.0,96.91463414634147,7879.0,96.08536585365853,0.8292682926829268,0.825281425891182,82.0,46.0,36.0,0.5609756097560976
36,7820.0,97.75,7962.0,99.525,-1.775,-1.766466346153846,80.0,40.0,40.0,0.5
37,7316.0,97.54666666666667,7548.0,100.64,-3.0933333333333333,-3.0784615384615384,75.0,33.0,42.0,0.44
38,6962.0,99.45714285714286,7447.0,106.38571428571429,-6.928571428571429,-6.895260989010989,70.0,20.0,50.0,0.2857142857142857
39,7277.0,105.46376811594203,7764.0,112.52173913043478,-7.057971014492754,-7.024038461538462,69.0,15.0,54.0,0.21739130434782608
40,7042.0,96.46575342465754,6643.0,91.0,5.465753424657534,5.439475763962065,73.0,51.0,22.0,0.6986301369863014
41,6324.0,90.34285714285714,6263.0,89.47142857142858,0.8714285714285714,0.867239010989011,70.0,37.0,33.0,0.5285714285714286
42,7100.0,95.94594594594595,7125.0,96.28378378378379,-0.33783783783783783,-0.3362136174636175,74.0,38.0,36.0,0.5135135135135135
43,5252.0,95.49090909090908,5565.0,101.18181818181819,-5.6909090909090905,-5.663548951048951,55.0,14.0,41.0,0.2545454545454545
44,7593.0,101.24,7550.0,100.66666666666667,0.5733333333333334,0.5705769230769231,75.0,37.0,38.0,0.49333333333333335
45,7256.0,105.15942028985508,7053.0,102.21739130434783,2.9420289855072466,2.9278846153846154,69.0,41.0,28.0,0.5942028985507246
46,8896.0,107.18072289156626,8734.0,105.2289156626506,1.9518072289156627,1.9424235403151067,83.0,50.0,33.0,0.6024096385542169
47,7169.0,105.42647058823529,7207.0,105.98529411764706,-0.5588235294117647,-0.5561368778280543,68.0,31.0,37.0,0.45588235294117646
48,5113.0,96.47169811320755,5102.0,96.26415094339623,0.20754716981132076,0.20654934687953558,53.0,25.0,28.0,0.4716981132075472
49,7754.0,98.15189873417721,7442.0,94.20253164556962,3.949367088607595,3.9303797468354436,79.0,49.0,30.0,0.620253164556962
50,6476.0,98.12121212121212,6560.0,99.39393939393939,-1.2727272727272727,-1.2666083916083914,66.0,28.0,38.0,0.42424242424242425
51,6309.0,91.43478260869566,7006.0,101.53623188405797,-10.101449275362318,-10.052884615384615,69.0,13.0,56.0,0.18840579710144928
52,6514.0,98.6969696969697,6676.0,101.15151515151516,-2.4545454545454546,-2.4427447552447554,66.0,26.0,40.0,0.3939393939393939
53,7285.0,104.07142857142857,7560.0,108.0,-3.9285714285714284,-3.9096840659340657,70.0,25.0,45.0,0.35714285714285715
54,6650.0,97.79411764705883,6682.0,98.26470588235294,-0.47058823529411764,-0.4683257918552036,68.0,30.0,38.0,0.4411764705882353
55,5141.0,90.19298245614036,4969.0,87.17543859649123,3.017543859649123,3.003036437246964,57.0,30.0,27.0,0.5263157894736842
56,6243.0,93.17910447761194,6529.0,97.44776119402985,-4.268656716417911,-4.248134328358209,67.0,26.0,41.0,0.3880597014925373
57,6670.0,99.55223880597015,7427.0,110.85074626865672,-11.298507462686567,-11.244187715269804,67.0,13.0,54.0,0.19402985074626866
58,5675.0,93.0327868852459,6275.0,102.8688524590164,-9.836065573770492,-9.788776796973519,61.0,12.0,49.0,0.19672131147540983
59,6548.0,97.73134328358209,7137.0,106.5223880597015,-8.791044776119403,-8.748780137772675,67.0,10.0,57.0,0.14925373134328357
60,7095.0,102.82608695652173,7452.0,108.0,-5.173913043478261,-5.149038461538462,69.0,24.0,45.0,0.34782608695652173
61,6083.0,99.72131147540983,6481.0,106.24590163934427,-6.524590163934426,-6.493221941992433,61.0,16.0,45.0,0.26229508196721313
62,4602.0,90.23529411764706,4772.0,93.56862745098039,-3.3333333333333335,-3.3173076923076925,51.0,19.0,32.0,0.37254901960784315
63,7013.0,97.40277777777777,7123.0,98.93055555555556,-1.5277777777777777,-1.5204326923076923,72.0,30.0,42.0,0.4166666666666667
64,6856.0,102.32835820895522,6574.0,98.11940298507463,4.208955223880597,4.188719862227325,67.0,43.0,24.0,0.6417910447761194
65,7256.0,105.15942028985508,7103.0,102.94202898550725,2.217391304347826,2.206730769230769,69.0,39.0,30.0,0.5652173913043478
66,8820.0,100.22727272727273,8648.0,98.27272727272727,1.9545454545454546,1.9451486013986015,88.0,55.0,33.0,0.625
67,8914.0,106.11904761904762,8562.0,101.92857142857143,4.190476190476191,4.170329670329671,84.0,52.0,32.0,0.6190476190476191
68,6533.0,94.68115942028986,6640.0,96.23188405797102,-1.5507246376811594,-1.5432692307692308,69.0,39.0,30.0,0.5652173913043478
69,5244.0,93.64285714285714,5184.0,92.57142857142857,1.0714285714285714,1.0662774725274724,56.0,31.0,25.0,0.5535714285714286
70,6962.0,98.05633802816901,6912.0,97.35211267605634,0.704225352112676,0.700839653304442,71.0,38.0,33.0,0.5352112676056338
71,7379.0,99.71621621621621,7498.0,101.32432432432432,-1.6081081081081081,-1.600376819126819,74.0,32.0,42.0,0.43243243243243246
72,7735.0,100.45454545454545,7518.0,97.63636363636364,2.8181818181818183,2.804632867132867,77.0,50.0,27.0,0.6493506493506493
73,8038.0,103.05128205128206,7777.0,99.7051282051282,3.3461538461538463,3.3300665680473376,78.0,43.0,35.0,0.5512820512820513
74,7015.0,103.16176470588235,7131.0,104.86764705882354,-1.7058823529411764,-1.697680995475113,68.0,33.0,35.0,0.4852941176470588
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8775.0,99.7159090909091,8273.0,94.01136363636364,5.704545454545454,5.677119755244755,88.0,58.0,30.0,0.6590909090909091
83,7010.0,97.36111111111111,6602.0,91.69444444444444,5.666666666666667,5.639423076923077,72.0,48.0,24.0,0.6666666666666666
84,9094.0,102.17977528089888,8440.0,94.8314606741573,7.348314606741573,7.312986171132239,89.0,68.0,21.0,0.7640449438202247
85,8393.0,101.12048192771084,8048.0,96.96385542168674,4.156626506024097,4.136642724745135,83.0,53.0,30.0,0.6385542168674698
86,6135.0,94.38461538461539,6328.0,97.35384615384615,-2.9692307692307693,-2.9549556213017754,65.0,31.0,34.0,0.47692307692307695
87,7210.0,100.13888888888889,7081.0,98.34722222222223,1.7916666666666667,1.7830528846153846,72.0,42.0,30.0,0.5833333333333334
88,7054.0,103.73529411764706,7000.0,102.94117647058823,0.7941176470588235,0.7902997737556561,68.0,32.0,36.0,0.47058823529411764
89,6290.0,98.28125,5922.0,92.53125,5.75,5.722355769230769,64.0,39.0,25.0,0.609375
90,4769.0,91.71153846153847,4841.0,93.09615384615384,-1.3846153846153846,-1.3779585798816567,52.0,26.0,26.0,0.5
91,6659.0,93.78873239436619,7161.0,100.85915492957747,-7.070422535211268,-7.0364301191765986,71.0,17.0,54.0,0.23943661971830985
92,6556.0,96.41176470588235,6975.0,102.57352941176471,-6.161764705882353,-6.132140837104073,68.0,17.0,51.0,0.25
93,6997.0,95.84931506849315,7425.0,101.71232876712328,-5.863013698630137,-5.834826132771339,73.0,22.0,51.0,0.3013698630136986
94,6780.0,101.19402985074628,6880.0,102.68656716417911,-1.492537313432836,-1.485361653272101,67.0,29.0,38.0,0.43283582089552236
95,7094.0,101.34285714285714,7496.0,107.08571428571429,-5.742857142857143,-5.715247252747252,70.0,26.0,44.0,0.37142857142857144
96,5821.0,97.01666666666667,6381.0,106.35,-9.333333333333334,-9.28846153846154,60.0,13.0,47.0,0.21666666666666667
97,4383.0,93.25531914893617,4660.0,99.14893617021276,-5.8936170212765955,-5.86528232405892,47.0,11.0,36.0,0.23404255319148937
98,6400.0,92.7536231884058,6616.0,95.8840579710145,-3.130434782608696,-3.1153846153846154,69.0,25.0,44.0,0.36231884057971014
99,7250.0,99.31506849315069,7178.0,98.32876712328768,0.9863013698630136,0.9815595363540569,73.0,38.0,35.0,0.5205479452054794
100,7555.0,99.40789473684211,7453.0,98.0657894736842,1.3421052631578947,1.3356528340080973,76.0,44.0,32.0,0.5789473684210527
101,7168.0,103.8840579710145,7224.0,104.69565217391305,-0.8115942028985508,-0.8076923076923077,69.0,34.0,35.0,0.4927536231884058
102,8661.0,108.2625,8596.0,107.45,0.8125,0.80859375,80.0,46.0,34.0,0.575
103,7835.0,107.32876712328768,7490.0,102.6027397260274,4.726027397260274,4.703306111696522,73.0,45.0,28.0,0.6164383561643836
104,6515.0,103.41269841269842,6372.0,101.14285714285714,2.2698412698412698,2.258928571428571,63.0,34.0,29.0,0.5396825396825397
105,7853.0,106.12162162162163,7530.0,101.75675675675676,4.364864864864865,4.3438799376299375,74.0,49.0,25.0,0.6621621621621622
106,7093.0,104.30882352941177,7250.0,106.61764705882354,-2.3088235294117645,-2.2977234162895925,68.0,31.0,37.0,0.45588235294117646
107,7360.0,102.22222222222223,7574.0,105.19444444444444,-2.9722222222222223,-2.9579326923076925,72.0,27.0,45.0,0.375
108,7151.0,102.15714285714286,7331.0,104.72857142857143,-2.5714285714285716,-2.5590659340659343,70.0,30.0,40.0,0.42857142857142855
109,7073.0,110.515625,7083.0,110.671875,-0.15625,-0.15549879807692307,64.0,30.0,34.0,0.46875
110,6871.0,101.04411764705883,7391.0,108.69117647058823,-7.647058823529412,-7.610294117647059,68.0,12.0,56.0,0.17647058823529413
111,5561.0,97.56140350877193,5693.0,99.87719298245614,-2.3157894736842106,-2.304655870445344,57.0,21.0,36.0,0.3684210526315789
112,6645.0,94.92857142857143,6851.0,97.87142857142857,-2.942857142857143,-2.9287087912087912,70.0,25.0,45.0,0.35714285714285715
113,7649.0,106.23611111111111,7507.0,104.26388888888889,1.9722222222222223,1.9627403846153846,72.0,33.0,39.0,0.4583333333333333
114,6486.0,98.27272727272727,7035.0,106.5909090909091,-8.318181818181818,-8.27819055944056,66.0,13.0,53.0,0.19696969696969696
115,6905.0,101.54411764705883,7158.0,105.26470588235294,-3.7205882352941178,-3.7027007918552033,68.0,24.0,44.0,0.35294117647058826
116,6842.0,103.66666666666667,7003.0,106.10606060606061,-2.4393939393939394,-2.4276660839160837,66.0,22.0,44.0,0.3333333333333333
117,8545.0,104.20731707317073,8385.0,102.2560975609756,1.951219512195122,1.9418386491557222,82.0,50.0,32.0,0.6097560975609756
118,8000.0,102.56410256410257,7623.0,97.73076923076923,4.833333333333333,4.810096153846153,78.0,53.0,25.0,0.6794871794871795
119,8351.0,104.3875,7766.0,97.075,7.3125,7.27734375,80.0,54.0,26.0,0.675
120,8447.0,105.5875,8042.0,100.525,5.0625,5.0381610576923075,80.0,55.0,25.0,0.6875
121,7710.0,104.1891891891892,7622.0,103.0,1.1891891891891893,1.1834719334719337,74.0,38.0,36.0,0.5135135135135135
122,9845.0,109.38888888888889,9225.0,102.5,6.888888888888889,6.855769230769231,90.0,59.0,31.0,0.6555555555555556
123,7793.0,106.75342465753425,7742.0,106.05479452054794,0.6986301369863014,0.6952713382507903,73.0,42.0,31.0,0.5753424657534246
124,6568.0,95.18840579710145,6636.0,96.17391304347827,-0.9855072463768116,-0.9807692307692307,69.0,35.0,34.0,0.5072463768115942
125,5252.0,97.25925925925925,5323.0,98.57407407407408,-1.3148148148148149,-1.3084935897435899,54.0,23.0,31.0,0.42592592592592593
126,6727.0,97.4927536231884,6975.0,101.08695652173913,-3.5942028985507246,-3.576923076923077,69.0,26.0,43.0,0.37681159420289856
127,8405.0,106.39240506329114,8170.0,103.41772151898734,2.9746835443037973,2.9603821811100293,79.0,51.0,28.0,0.6455696202531646
128,7733.0,103.10666666666667,7427.0,99.02666666666667,4.08,4.060384615384615,75.0,45.0,30.0,0.6
129,7911.0,105.48,7913.0,105.50666666666666,-0.02666666666666667,-0.026538461538461542,75.0,38.0,37.0,0.5066666666666667
130,7461.0,106.58571428571429,7583.0,108.32857142857142,-1.7428571428571429,-1.734478021978022,70.0,32.0,38.0,0.45714285714285713
131,6424.0,100.375,6572.0,102.6875,-2.3125,-2.3013822115384617,64.0,27.0,37.0,0.421875
132,5719.0,98.60344827586206,5801.0,100.01724137931035,-1.4137931034482758,-1.406996021220159,58.0,28.0,30.0,0.4827586206896552
133,7069.0,98.18055555555556,7099.0,98.59722222222223,-0.4166666666666667,-0.41466346153846156,72.0,38.0,34.0,0.5277777777777778
134,6424.0,95.88059701492537,6860.0,102.38805970149254,-6.507462686567164,-6.47617680826636,67.0,22.0,45.0,0.3283582089552239
135,6710.0,95.85714285714286,6673.0,95.32857142857142,0.5285714285714286,0.5260302197802198,70.0,33.0,37.0,0.4714285714285714
136,6718.0,97.3623188405797,6552.0,94.95652173913044,2.4057971014492754,2.394230769230769,69.0,36.0,33.0,0.5217391304347826
137,7266.0,99.53424657534246,7062.0,96.73972602739725,2.7945205479452055,2.7810853530031614,73.0,43.0,30.0,0.589041095890411
138,7039.0,103.51470588235294,7199.0,105.86764705882354,-2.3529411764705883,-2.341628959276018,68.0,29.0,39.0,0.4264705882352941
139,5693.0,98.15517241379311,5859.0,101.01724137931035,-2.8620689655172415,-2.8483090185676394,58.0,22.0,36.0,0.3793103448275862
140,9007.0,101.20224719101124,8965.0,100.73033707865169,0.47191011235955055,0.46964131374243734,89.0,49.0,40.0,0.550561797752809
141,7964.0,104.78947368421052,7613.0,100.17105263157895,4.618421052631579,4.5962171052631575,76.0,49.0,27.0,0.6447368421052632
142,9733.0,108.14444444444445,8857.0,98.41111111111111,9.733333333333333,9.68653846153846,90.0,72.0,18.0,0.8
143,10459.0,113.68478260869566,9603.0,104.3804347826087,9.304347826086957,9.259615384615385,92.0,76.0,16.0,0.8260869565217391
144,9693.0,115.39285714285714,8731.0,103.94047619047619,11.452380952380953,11.397321428571429,84.0,68.0,16.0,0.8095238095238095
145,6192.0,99.87096774193549,6325.0,102.01612903225806,-2.1451612903225805,-2.134848014888337,62.0,26.0,36.0,0.41935483870967744
146,5320.0,95.0,5319.0,94.98214285714286,0.017857142857142856,0.017771291208791208,56.0,29.0,27.0,0.5178571428571429
147,7628.0,100.36842105263158,7227.0,95.09210526315789,5.276315789473684,5.2509488866396765,76.0,49.0,27.0,0.6447368421052632
148,8888.0,108.39024390243902,8377.0,102.15853658536585,6.2317073170731705,6.201747185741088,82.0,55.0,27.0,0.6707317073170732
149,8051.0,107.34666666666666,7654.0,102.05333333333333,5.293333333333333,5.267884615384616,75.0,51.0,24.0,0.68
150,7359.0,103.64788732394366,7174.0,101.04225352112677,2.6056338028169015,2.5931067172264357,71.0,41.0,30.0,0.5774647887323944
151,8177.0,107.59210526315789,7873.0,103.59210526315789,4.0,3.980769230769231,76.0,47.0,29.0,0.618421052631579
152,7588.0,101.17333333333333,7171.0,95.61333333333333,5.56,5.53326923076923,75.0,51.0,24.0,0.68
153,6168.0,96.375,6130.0,95.78125,0.59375,0.5908954326923077,64.0,37.0,27.0,0.578125
154,7273.0,101.01388888888889,7261.0,100.84722222222223,0.16666666666666666,0.1658653846153846,72.0,37.0,35.0,0.5138888888888888
155,7301.0,102.83098591549296,7738.0,108.98591549295774,-6.154929577464789,-6.125338569880824,71.0,24.0,47.0,0.3380281690140845
156,6680.0,98.23529411764706,7120.0,104.70588235294117,-6.470588235294118,-6.43947963800905,68.0,18.0,50.0,0.2647058823529412
157,6357.0,97.8,6999.0,107.67692307692307,-9.876923076923077,-9.829437869822486,65.0,14.0,51.0,0.2153846153846154
158,7089.0,104.25,7504.0,110.3529411764706,-6.102941176470588,-6.073600113122172,68.0,22.0,46.0,0.3235294117647059
159,6678.0,106.0,6750.0,107.14285714285714,-1.1428571428571428,-1.1373626373626373,63.0,30.0,33.0,0.47619047619047616
160,4735.0,98.64583333333333,4721.0,98.35416666666667,0.2916666666666667,0.29026442307692313,48.0,26.0,22.0,0.5416666666666666
161,6549.0,94.91304347826087,7006.0,101.53623188405797,-6.6231884057971016,-6.591346153846154,69.0,21.0,48.0,0.30434782608695654
162,7237.0,104.8840579710145,7105.0,102.97101449275362,1.9130434782608696,1.9038461538461537,69.0,37.0,32.0,0.5362318840579711
163,6799.0,101.4776119402985,6907.0,103.08955223880596,-1.6119402985074627,-1.604190585533869,67.0,30.0,37.0,0.44776119402985076
164,6958.0,100.84057971014492,7377.0,106.91304347826087,-6.072463768115942,-6.043269230769231,69.0,20.0,49.0,0.2898550724637681
165,7962.0,107.5945945945946,8372.0,113.13513513513513,-5.54054054054054,-5.513903326403327,74.0,23.0,51.0,0.3108108108108108
166,6645.0,99.17910447761194,7008.0,104.59701492537313,-5.417910447761194,-5.3918628013777266,67.0,20.0,47.0,0.29850746268656714
167,5437.0,98.85454545454546,5744.0,104.43636363636364,-5.581818181818182,-5.554982517482518,55.0,19.0,36.0,0.34545454545454546
168,7275.0,99.65753424657534,7676.0,105.15068493150685,-5.493150684931507,-5.466741306638567,73.0,23.0,50.0,0.3150684931506849
169,7351.0,100.6986301369863,7544.0,103.34246575342466,-2.643835616438356,-2.6311248682824027,73.0,25.0,48.0,0.3424657534246575
170,7109.0,101.55714285714286,7364.0,105.2,-3.642857142857143,-3.6253434065934065,70.0,25.0,45.0,0.35714285714285715
171,7645.0,106.18055555555556,7811.0,108.48611111111111,-2.3055555555555554,-2.2944711538461537,72.0,30.0,42.0,0.4166666666666667
172,6697.0,103.03076923076924,6937.0,106.72307692307692,-3.6923076923076925,-3.674556213017752,65.0,27.0,38.0,0.4153846153846154
173,8427.0,100.32142857142857,8073.0,96.10714285714286,4.214285714285714,4.194024725274725,84.0,58.0,26.0,0.6904761904761905
174,5863.0,96.11475409836065,5808.0,95.21311475409836,0.9016393442622951,0.8973045397225725,61.0,31.0,30.0,0.5081967213114754
175,6817.0,100.25,6874.0,101.08823529411765,-0.8382352941176471,-0.8342053167420815,68.0,35.0,33.0,0.5147058823529411
176,7850.0,104.66666666666667,7634.0,101.78666666666666,2.88,2.866153846153846,75.0,46.0,29.0,0.6133333333333333
177,7857.0,106.17567567567568,7610.0,102.83783783783784,3.3378378378378377,3.3217905405405403,74.0,45.0,29.0,0.6081081081081081
178,7284.0,101.16666666666667,7435.0,103.26388888888889,-2.0972222222222223,-2.087139423076923,72.0,32.0,40.0,0.4444444444444444
179,6897.0,98.52857142857142,7043.0,100.61428571428571,-2.085714285714286,-2.0756868131868136,70.0,30.0,40.0,0.42857142857142855
180,7289.0,105.6376811594203,7182.0,104.08695652173913,1.5507246376811594,1.5432692307692308,69.0,34.0,35.0,0.4927536231884058
181,5086.0,97.8076923076923,5159.0,99.21153846153847,-1.4038461538461537,-1.397096893491124,52.0,24.0,28.0,0.46153846153846156
182,7406.0,104.30985915492958,7314.0,103.01408450704226,1.295774647887324,1.2895449620801736,71.0,34.0,37.0,0.4788732394366197
183,7955.0,107.5,7678.0,103.75675675675676,3.7432432432432434,3.7252468814968815,74.0,46.0,28.0,0.6216216216216216
184,8816.0,104.95238095238095,8651.0,102.98809523809524,1.9642857142857142,1.9548420329670328,84.0,54.0,30.0,0.6428571428571429
185,7835.0,105.87837837837837,7924.0,107.08108108108108,-1.2027027027027026,-1.196920478170478,74.0,37.0,37.0,0.5
186,8328.0,114.08219178082192,7935.0,108.6986301369863,5.383561643835616,5.35767913593256,73.0,48.0,25.0,0.6575342465753424
187,7751.0,100.66233766233766,7508.0,97.50649350649351,3.155844155844156,3.140671828171828,77.0,48.0,29.0,0.6233766233766234
188,5823.0,93.91935483870968,5733.0,92.46774193548387,1.4516129032258065,1.444633995037221,62.0,37.0,25.0,0.5967741935483871
189,7642.0,94.34567901234568,7327.0,90.45679012345678,3.888888888888889,3.8701923076923075,81.0,54.0,27.0,0.6666666666666666
190,7605.0,96.26582278481013,7536.0,95.39240506329114,0.8734177215189873,0.8692185978578384,79.0,47.0,32.0,0.5949367088607594
191,7415.0,97.5657894736842,7263.0,95.5657894736842,2.0,1.9903846153846154,76.0,47.0,29.0,0.618421052631579
192,7075.0,98.26388888888889,7248.0,100.66666666666667,-2.4027777777777777,-2.3912259615384617,72.0,36.0,36.0,0.5
193,7900.0,100.0,7922.0,100.27848101265823,-0.27848101265822783,-0.2771421616358325,79.0,40.0,39.0,0.5063291139240507
194,6848.0,93.8082191780822,6888.0,94.35616438356165,-0.547945205479452,-0.5453108535300315,73.0,38.0,35.0,0.5205479452054794
195,4985.0,90.63636363636364,5219.0,94.89090909090909,-4.254545454545455,-4.234090909090909,55.0,16.0,39.0,0.2909090909090909
196,5859.0,94.5,6075.0,97.98387096774194,-3.4838709677419355,-3.46712158808933,62.0,20.0,42.0,0.3225806451612903
197,6791.0,99.86764705882354,6919.0,101.75,-1.8823529411764706,-1.8733031674208145,68.0,31.0,37.0,0.45588235294117646
198,6924.0,98.91428571428571,6930.0,99.0,-0.08571428571428572,-0.0853021978021978,70.0,36.0,34.0,0.5142857142857142
199,7018.0,101.71014492753623,7309.0,105.92753623188406,-4.217391304347826,-4.197115384615385,69.0,23.0,46.0,0.3333333333333333
200,7219.0,103.12857142857143,7408.0,105.82857142857142,-2.7,-2.687019230769231,70.0,27.0,43.0,0.38571428571428573
201,6994.0,102.8529411764706,6685.0,98.30882352941177,4.544117647058823,4.52227092760181,68.0,47.0,21.0,0.6911764705882353
202,6667.0,102.56923076923077,6251.0,96.16923076923077,6.4,6.36923076923077,65.0,48.0,17.0,0.7384615384615385
203,8691.0,102.24705882352941,8158.0,95.97647058823529,6.270588235294118,6.240441176470588,85.0,61.0,24.0,0.7176470588235294
204,9318.0,105.88636363636364,8590.0,97.61363636363636,8.272727272727273,8.232954545454545,88.0,66.0,22.0,0.75
205,8118.0,104.07692307692308,7599.0,97.42307692307692,6.653846153846154,6.621856508875739,78.0,53.0,25.0,0.6794871794871795
206,7783.0,103.77333333333333,7066.0,94.21333333333334,9.56,9.514038461538462,75.0,60.0,15.0,0.8
207,8565.0,105.74074074074075,7989.0,98.62962962962963,7.111111111111111,7.076923076923077,81.0,59.0,22.0,0.7283950617283951
